source name	characteristics[organism]	characteristics[disease]	characteristics[organism part]	characteristics[organism part]	characteristics[cell line]	assay name	comment[fraction identifier]	comment[data file]	comment[proteomexchange accession number]	comment[associated file uri]	comment[instrument]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[cleavage agent details]	material Type	description	comment[label]	comment[fragment mass tolerance]	comment[precursor mass tolerance]
Sample 685	homo sapiens	adult T acute lymphoblastic leukemia	blood	lymphoid tissue	MOLT-4	run 628	1	00463_G12_P003361_B00K_A00_R1.RAW	PXD005946	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD005946/00463_G12_P003361_B00K_A00_R1.RAW	AC=MS:1000639;NM=LTQ Orbitrap XL ETD	NM=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NM=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NM=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NM=Trypsin	cell	full proteome of 59 cell lines	AC=MS:1002038;NM=label free sample	0.6 Da	20 ppm
Sample 686	homo sapiens	adult T acute lymphoblastic leukemia	blood	lymphoid tissue	MOLT-4	run 629	1	00463_D12_P003361_B00H_A00_R1.RAW	PXD005946	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD005946/00463_D12_P003361_B00H_A00_R1.RAW	AC=MS:1000639;NM=LTQ Orbitrap XL ETD	NM=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NM=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NM=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NM=Trypsin	cell	full proteome of 59 cell lines	AC=MS:1002038;NM=label free sample	0.6 Da	20 ppm
Sample 687	homo sapiens	adult T acute lymphoblastic leukemia	blood	lymphoid tissue	MOLT-4	run 630	1	00463_G11_P003361_B00C_A00_R1.RAW	PXD005946	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD005946/00463_G11_P003361_B00C_A00_R1.RAW	AC=MS:1000639;NM=LTQ Orbitrap XL ETD	NM=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NM=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NM=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NM=Trypsin	cell	full proteome of 59 cell lines	AC=MS:1002038;NM=label free sample	0.6 Da	20 ppm
Sample 688	homo sapiens	adult T acute lymphoblastic leukemia	blood	lymphoid tissue	MOLT-4	run 631	1	00463_H11_P003361_B00D_A00_R1.RAW	PXD005946	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD005946/00463_H11_P003361_B00D_A00_R1.RAW	AC=MS:1000639;NM=LTQ Orbitrap XL ETD	NM=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NM=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NM=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NM=Trypsin	cell	full proteome of 59 cell lines	AC=MS:1002038;NM=label free sample	0.6 Da	20 ppm
Sample 689	homo sapiens	adult T acute lymphoblastic leukemia	blood	lymphoid tissue	MOLT-4	run 632	1	00463_E11_P003361_B00A_A00_R1.RAW	PXD005946	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD005946/00463_E11_P003361_B00A_A00_R1.RAW	AC=MS:1000639;NM=LTQ Orbitrap XL ETD	NM=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NM=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NM=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NM=Trypsin	cell	full proteome of 59 cell lines	AC=MS:1002038;NM=label free sample	0.6 Da	20 ppm
Sample 690	homo sapiens	adult T acute lymphoblastic leukemia	blood	lymphoid tissue	MOLT-4	run 633	1	00463_E12_P003361_B00I_A00_R1.RAW	PXD005946	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD005946/00463_E12_P003361_B00I_A00_R1.RAW	AC=MS:1000639;NM=LTQ Orbitrap XL ETD	NM=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NM=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NM=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NM=Trypsin	cell	full proteome of 59 cell lines	AC=MS:1002038;NM=label free sample	0.6 Da	20 ppm
Sample 691	homo sapiens	adult T acute lymphoblastic leukemia	blood	lymphoid tissue	MOLT-4	run 634	1	00463_B12_P003361_B00F_A00_R1.RAW	PXD005946	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD005946/00463_B12_P003361_B00F_A00_R1.RAW	AC=MS:1000639;NM=LTQ Orbitrap XL ETD	NM=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NM=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NM=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NM=Trypsin	cell	full proteome of 59 cell lines	AC=MS:1002038;NM=label free sample	0.6 Da	20 ppm
Sample 692	homo sapiens	adult T acute lymphoblastic leukemia	blood	lymphoid tissue	MOLT-4	run 635	1	00463_A12_P003361_B00E_A00_R1.RAW	PXD005946	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD005946/00463_A12_P003361_B00E_A00_R1.RAW	AC=MS:1000639;NM=LTQ Orbitrap XL ETD	NM=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NM=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NM=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NM=Trypsin	cell	full proteome of 59 cell lines	AC=MS:1002038;NM=label free sample	0.6 Da	20 ppm
Sample 693	homo sapiens	adult T acute lymphoblastic leukemia	blood	lymphoid tissue	MOLT-4	run 636	1	00463_C12_P003361_B00G_A00_R1.RAW	PXD005946	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD005946/00463_C12_P003361_B00G_A00_R1.RAW	AC=MS:1000639;NM=LTQ Orbitrap XL ETD	NM=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NM=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NM=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NM=Trypsin	cell	full proteome of 59 cell lines	AC=MS:1002038;NM=label free sample	0.6 Da	20 ppm
Sample 694	homo sapiens	adult T acute lymphoblastic leukemia	blood	lymphoid tissue	MOLT-4	run 637	1	00463_F12_P003361_B00J_A00_R1.RAW	PXD005946	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD005946/00463_F12_P003361_B00J_A00_R1.RAW	AC=MS:1000639;NM=LTQ Orbitrap XL ETD	NM=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NM=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NM=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NM=Trypsin	cell	full proteome of 59 cell lines	AC=MS:1002038;NM=label free sample	0.6 Da	20 ppm
Sample 695	homo sapiens	adult T acute lymphoblastic leukemia	blood	lymphoid tissue	MOLT-4	run 638	1	00463_F11_P003361_B00B_A00_R1.RAW	PXD005946	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD005946/00463_F11_P003361_B00B_A00_R1.RAW	AC=MS:1000639;NM=LTQ Orbitrap XL ETD	NM=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NM=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NM=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NM=Trypsin	cell	full proteome of 59 cell lines	AC=MS:1002038;NM=label free sample	0.6 Da	20 ppm
Sample 696	homo sapiens	invasive ductal carcinoma	breast	mammary gland	MCF-7	run 639	1	00463_D10_P003362_B00D_A00_R1.RAW	PXD005946	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD005946/00463_D10_P003362_B00D_A00_R1.RAW	AC=MS:1000639;NM=LTQ Orbitrap XL ETD	NM=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NM=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NM=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NM=Trypsin	cell	full proteome of 59 cell lines	AC=MS:1002038;NM=label free sample	0.6 Da	20 ppm
Sample 697	homo sapiens	invasive ductal carcinoma	breast	mammary gland	MCF-7	run 640	1	00463_F10_P003362_B00F_A00_R1.RAW	PXD005946	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD005946/00463_F10_P003362_B00F_A00_R1.RAW	AC=MS:1000639;NM=LTQ Orbitrap XL ETD	NM=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NM=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NM=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NM=Trypsin	cell	full proteome of 59 cell lines	AC=MS:1002038;NM=label free sample	0.6 Da	20 ppm
Sample 698	homo sapiens	invasive ductal carcinoma	breast	mammary gland	MCF-7	run 641	1	00463_B10_P003362_B00B_A00_R1.RAW	PXD005946	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD005946/00463_B10_P003362_B00B_A00_R1.RAW	AC=MS:1000639;NM=LTQ Orbitrap XL ETD	NM=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NM=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NM=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NM=Trypsin	cell	full proteome of 59 cell lines	AC=MS:1002038;NM=label free sample	0.6 Da	20 ppm
Sample 699	homo sapiens	invasive ductal carcinoma	breast	mammary gland	MCF-7	run 642	1	00463_C10_P003362_B00C_A00_R1.RAW	PXD005946	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD005946/00463_C10_P003362_B00C_A00_R1.RAW	AC=MS:1000639;NM=LTQ Orbitrap XL ETD	NM=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NM=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NM=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NM=Trypsin	cell	full proteome of 59 cell lines	AC=MS:1002038;NM=label free sample	0.6 Da	20 ppm
Sample 7	homo sapiens	lung adenocarcinoma	lung	bronchiole	NCI-H522	run 643	1	000261_B04_P0001563_A00_B00B_R1.RAW	PXD005946	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD005946/000261_B04_P0001563_A00_B00B_R1.RAW	AC=MS:1000639;NM=LTQ Orbitrap XL ETD	NM=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NM=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NM=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NM=Trypsin	cell	full proteome of 59 cell lines	AC=MS:1002038;NM=label free sample	0.6 Da	20 ppm
Sample 700	homo sapiens	invasive ductal carcinoma	breast	mammary gland	MCF-7	run 644	1	00463_E10_P003362_B00E_A00_R1.RAW	PXD005946	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD005946/00463_E10_P003362_B00E_A00_R1.RAW	AC=MS:1000639;NM=LTQ Orbitrap XL ETD	NM=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NM=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NM=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NM=Trypsin	cell	full proteome of 59 cell lines	AC=MS:1002038;NM=label free sample	0.6 Da	20 ppm
Sample 701	homo sapiens	invasive ductal carcinoma	breast	mammary gland	MCF-7	run 645	1	00463_A10_P003362_B00A_A00_R1.RAW	PXD005946	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD005946/00463_A10_P003362_B00A_A00_R1.RAW	AC=MS:1000639;NM=LTQ Orbitrap XL ETD	NM=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NM=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NM=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NM=Trypsin	cell	full proteome of 59 cell lines	AC=MS:1002038;NM=label free sample	0.6 Da	20 ppm
Sample 702	homo sapiens	invasive ductal carcinoma	breast	mammary gland	MCF-7	run 646	1	00463_C11_P003362_B00K_A00_R1.RAW	PXD005946	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD005946/00463_C11_P003362_B00K_A00_R1.RAW	AC=MS:1000639;NM=LTQ Orbitrap XL ETD	NM=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NM=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NM=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NM=Trypsin	cell	full proteome of 59 cell lines	AC=MS:1002038;NM=label free sample	0.6 Da	20 ppm
Sample 703	homo sapiens	invasive ductal carcinoma	breast	mammary gland	MCF-7	run 647	1	00463_G10_P003362_B00G_A00_R1.RAW	PXD005946	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD005946/00463_G10_P003362_B00G_A00_R1.RAW	AC=MS:1000639;NM=LTQ Orbitrap XL ETD	NM=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NM=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NM=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NM=Trypsin	cell	full proteome of 59 cell lines	AC=MS:1002038;NM=label free sample	0.6 Da	20 ppm
Sample 704	homo sapiens	invasive ductal carcinoma	breast	mammary gland	MCF-7	run 648	1	00463_B11_P003362_B00J_A00_R1.RAW	PXD005946	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD005946/00463_B11_P003362_B00J_A00_R1.RAW	AC=MS:1000639;NM=LTQ Orbitrap XL ETD	NM=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NM=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NM=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NM=Trypsin	cell	full proteome of 59 cell lines	AC=MS:1002038;NM=label free sample	0.6 Da	20 ppm
Sample 705	homo sapiens	invasive ductal carcinoma	breast	mammary gland	MCF-7	run 649	1	00463_H10_P003362_B00H_A00_R1.RAW	PXD005946	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD005946/00463_H10_P003362_B00H_A00_R1.RAW	AC=MS:1000639;NM=LTQ Orbitrap XL ETD	NM=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NM=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NM=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NM=Trypsin	cell	full proteome of 59 cell lines	AC=MS:1002038;NM=label free sample	0.6 Da	20 ppm
Sample 706	homo sapiens	invasive ductal carcinoma	breast	mammary gland	MCF-7	run 650	1	00463_D11_P003362_B00L_A00_R1.RAW	PXD005946	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD005946/00463_D11_P003362_B00L_A00_R1.RAW	AC=MS:1000639;NM=LTQ Orbitrap XL ETD	NM=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NM=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NM=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NM=Trypsin	cell	full proteome of 59 cell lines	AC=MS:1002038;NM=label free sample	0.6 Da	20 ppm
Sample 707	homo sapiens	invasive ductal carcinoma	breast	mammary gland	MCF-7	run 651	1	00463_A11_P003362_B00I_A00_R1.RAW	PXD005946	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD005946/00463_A11_P003362_B00I_A00_R1.RAW	AC=MS:1000639;NM=LTQ Orbitrap XL ETD	NM=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NM=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NM=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NM=Trypsin	cell	full proteome of 59 cell lines	AC=MS:1002038;NM=label free sample	0.6 Da	20 ppm
Sample 708	homo sapiens	high grade ovarian serous adenocarcinoma	ovary	fallopian tube	OVCAR5	run 652	1	00463_C09_P003363_B00G_A00_R1.RAW	PXD005946	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD005946/00463_C09_P003363_B00G_A00_R1.RAW	AC=MS:1000639;NM=LTQ Orbitrap XL ETD	NM=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NM=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NM=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NM=Trypsin	cell	full proteome of 59 cell lines	AC=MS:1002038;NM=label free sample	0.6 Da	20 ppm
Sample 709	homo sapiens	high grade ovarian serous adenocarcinoma	ovary	fallopian tube	OVCAR5	run 653	1	00463_F09_P003363_B00J_A00_R1.RAW	PXD005946	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD005946/00463_F09_P003363_B00J_A00_R1.RAW	AC=MS:1000639;NM=LTQ Orbitrap XL ETD	NM=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NM=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NM=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NM=Trypsin	cell	full proteome of 59 cell lines	AC=MS:1002038;NM=label free sample	0.6 Da	20 ppm
Sample 710	homo sapiens	high grade ovarian serous adenocarcinoma	ovary	fallopian tube	OVCAR5	run 654	1	00463_G08_P003363_B00C_A00_R1.RAW	PXD005946	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD005946/00463_G08_P003363_B00C_A00_R1.RAW	AC=MS:1000639;NM=LTQ Orbitrap XL ETD	NM=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NM=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NM=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NM=Trypsin	cell	full proteome of 59 cell lines	AC=MS:1002038;NM=label free sample	0.6 Da	20 ppm
Sample 711	homo sapiens	high grade ovarian serous adenocarcinoma	ovary	fallopian tube	OVCAR5	run 655	1	00463_D09_P003363_B00H_A00_R1.RAW	PXD005946	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD005946/00463_D09_P003363_B00H_A00_R1.RAW	AC=MS:1000639;NM=LTQ Orbitrap XL ETD	NM=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NM=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NM=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NM=Trypsin	cell	full proteome of 59 cell lines	AC=MS:1002038;NM=label free sample	0.6 Da	20 ppm
Sample 712	homo sapiens	high grade ovarian serous adenocarcinoma	ovary	fallopian tube	OVCAR5	run 656	1	00463_H09_P003363_B00L_A00_R1.RAW	PXD005946	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD005946/00463_H09_P003363_B00L_A00_R1.RAW	AC=MS:1000639;NM=LTQ Orbitrap XL ETD	NM=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NM=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NM=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NM=Trypsin	cell	full proteome of 59 cell lines	AC=MS:1002038;NM=label free sample	0.6 Da	20 ppm
Sample 713	homo sapiens	high grade ovarian serous adenocarcinoma	ovary	fallopian tube	OVCAR5	run 657	1	00463_A09_P003363_B00E_A00_R1.RAW	PXD005946	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD005946/00463_A09_P003363_B00E_A00_R1.RAW	AC=MS:1000639;NM=LTQ Orbitrap XL ETD	NM=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NM=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NM=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NM=Trypsin	cell	full proteome of 59 cell lines	AC=MS:1002038;NM=label free sample	0.6 Da	20 ppm
Sample 714	homo sapiens	high grade ovarian serous adenocarcinoma	ovary	fallopian tube	OVCAR5	run 658	1	00463_B09_P003363_B00F_A00_R1.RAW	PXD005946	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD005946/00463_B09_P003363_B00F_A00_R1.RAW	AC=MS:1000639;NM=LTQ Orbitrap XL ETD	NM=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NM=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NM=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NM=Trypsin	cell	full proteome of 59 cell lines	AC=MS:1002038;NM=label free sample	0.6 Da	20 ppm
Sample 715	homo sapiens	high grade ovarian serous adenocarcinoma	ovary	fallopian tube	OVCAR5	run 659	1	00463_E08_P003363_B00A_A00_R1.RAW	PXD005946	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD005946/00463_E08_P003363_B00A_A00_R1.RAW	AC=MS:1000639;NM=LTQ Orbitrap XL ETD	NM=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NM=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NM=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NM=Trypsin	cell	full proteome of 59 cell lines	AC=MS:1002038;NM=label free sample	0.6 Da	20 ppm
Sample 716	homo sapiens	high grade ovarian serous adenocarcinoma	ovary	fallopian tube	OVCAR5	run 660	1	00463_E09_P003363_B00I_A00_R1.RAW	PXD005946	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD005946/00463_E09_P003363_B00I_A00_R1.RAW	AC=MS:1000639;NM=LTQ Orbitrap XL ETD	NM=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NM=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NM=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NM=Trypsin	cell	full proteome of 59 cell lines	AC=MS:1002038;NM=label free sample	0.6 Da	20 ppm
Sample 717	homo sapiens	high grade ovarian serous adenocarcinoma	ovary	fallopian tube	OVCAR5	run 661	1	00463_F08_P003363_B00B_A00_R1.RAW	PXD005946	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD005946/00463_F08_P003363_B00B_A00_R1.RAW	AC=MS:1000639;NM=LTQ Orbitrap XL ETD	NM=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NM=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NM=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NM=Trypsin	cell	full proteome of 59 cell lines	AC=MS:1002038;NM=label free sample	0.6 Da	20 ppm
Sample 718	homo sapiens	high grade ovarian serous adenocarcinoma	ovary	fallopian tube	OVCAR5	run 662	1	00463_G09_P003363_B00K_A00_R1.RAW	PXD005946	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD005946/00463_G09_P003363_B00K_A00_R1.RAW	AC=MS:1000639;NM=LTQ Orbitrap XL ETD	NM=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NM=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NM=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NM=Trypsin	cell	full proteome of 59 cell lines	AC=MS:1002038;NM=label free sample	0.6 Da	20 ppm
Sample 719	homo sapiens	high grade ovarian serous adenocarcinoma	ovary	fallopian tube	OVCAR5	run 663	1	00463_H08_P003363_B00D_A00_R1.RAW	PXD005946	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD005946/00463_H08_P003363_B00D_A00_R1.RAW	AC=MS:1000639;NM=LTQ Orbitrap XL ETD	NM=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NM=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NM=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NM=Trypsin	cell	full proteome of 59 cell lines	AC=MS:1002038;NM=label free sample	0.6 Da	20 ppm
Sample 720	homo sapiens	non-small cell lung carcinoma	lung		HOP92	run 664	1	00463_B08_P003364_B00J_A00_R1.RAW	PXD005946	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD005946/00463_B08_P003364_B00J_A00_R1.RAW	AC=MS:1000639;NM=LTQ Orbitrap XL ETD	NM=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NM=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NM=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NM=Trypsin	cell	full proteome of 59 cell lines	AC=MS:1002038;NM=label free sample	0.6 Da	20 ppm
Sample 721	homo sapiens	non-small cell lung carcinoma	lung		HOP92	run 665	1	00463_H07_P003364_B00H_A00_R1.RAW	PXD005946	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD005946/00463_H07_P003364_B00H_A00_R1.RAW	AC=MS:1000639;NM=LTQ Orbitrap XL ETD	NM=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NM=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NM=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NM=Trypsin	cell	full proteome of 59 cell lines	AC=MS:1002038;NM=label free sample	0.6 Da	20 ppm
Sample 722	homo sapiens	non-small cell lung carcinoma	lung		HOP92	run 666	1	00463_B07_P003364_B00B_A00_R1.RAW	PXD005946	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD005946/00463_B07_P003364_B00B_A00_R1.RAW	AC=MS:1000639;NM=LTQ Orbitrap XL ETD	NM=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NM=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NM=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NM=Trypsin	cell	full proteome of 59 cell lines	AC=MS:1002038;NM=label free sample	0.6 Da	20 ppm
